qa_status,readiness_score,recommended_action,name,current_brand,proposed_brand,sku,ean,price_czk,current_category,proposed_category,category_confidence,current_form,proposed_form,form_confidence,active_ingredients_suggested,target_groups_suggested,diet_flags_suggested,critical_issues,warnings,vitar_url,nasevitaminy_url,cross_source_recoverable_fields,url
ready,89,keep_in_main_pim,Maxi Vita Zinek 15 mg,Maxi Vita,Maxi Vita,42300095,8595011141849,55.9,Hořčík a minerály,Hořčík a minerály,medium,Neurčeno,Tablety,medium,zinek,,,,"form_inferred_needs_check, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-zinek-15-mg/,https://www.nasevitaminy.cz/maxi-vita-zinek-15-mg,form,https://www.nasevitaminy.cz/maxi-vita-zinek-15-mg
review,75,keep_in_main_pim,Maxi Vita B-komplex forte + vitamin C,Maxi Vita,Maxi Vita,42300016,8595011119978,64.9,Imunita a nachlazení,"Energie, stres, spánek",medium,Neurčeno,Neurčeno,low,vitamin C,,,,"missing_form, category_recommended_change, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-b-komplex-forte-vitamin-c/,https://www.nasevitaminy.cz/maxi-vita-b-komplex-forte-vitamin-c,form,https://www.nasevitaminy.cz/maxi-vita-b-komplex-forte-vitamin-c
ready,100,keep_in_main_pim,Maxi Vita Exclusive BOX,Maxi Vita,Maxi Vita,41300115,8595011146134,149.9,Imunita a nachlazení,Imunita a nachlazení,medium,Šumivé tablety,Šumivé tablety,high,"vitamin C, hořčík, rakytník",,,,,,https://www.nasevitaminy.cz/maxi-vita-exclusive-box-3-mix-eff-tbl,,https://www.nasevitaminy.cz/maxi-vita-exclusive-box-3-mix-eff-tbl
ready,100,keep_in_main_pim,Maxi Vita Exclusive Multivitamin - šumivé tablety,Maxi Vita,Maxi Vita,41300102,8595011131499,64.9,Imunita a nachlazení,Imunita a nachlazení,medium,Šumivé tablety,Šumivé tablety,high,vitamin C,,,,,https://www.vitar.cz/maxivita-exclusive-multivitamin/,https://www.nasevitaminy.cz/maxi-vita-exclusive-multivitamin,,https://www.nasevitaminy.cz/maxi-vita-exclusive-multivitamin
ready,96,keep_in_main_pim,Maxi Vita Exclusive Podpora imunity - šumivé tablety,Maxi Vita,Maxi Vita,41300108,8595011143003,64.9,Imunita a nachlazení,Imunita a nachlazení,medium,Šumivé tablety,Šumivé tablety,high,vitamin D3,,,,missing_need_states,https://www.vitar.cz/maxivita-exclusive-podpora-imunity/,https://www.nasevitaminy.cz/maxi-vita-exclusive-podpora-imunity,,https://www.nasevitaminy.cz/maxi-vita-exclusive-podpora-imunity
review,83,keep_in_main_pim,Maxi Vita Exclusive Posílení imunity forte+,Maxi Vita,Maxi Vita,42300066,8595011127690,184.9,Imunita a nachlazení,Imunita a nachlazení,high,Neurčeno,Neurčeno,low,"vitamin C, rakytník",,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-exclusive-posileni-imunity-forte/,https://www.nasevitaminy.cz/maxi-vita-exclusive-posileni-imunity-forte,form,https://www.nasevitaminy.cz/maxi-vita-exclusive-posileni-imunity-forte
review,83,keep_in_main_pim,Maxi Vita Exclusive Rakytník forte+,Maxi Vita,Maxi Vita,42300070,8595011133288,184.9,Imunita a nachlazení,Imunita a nachlazení,high,Neurčeno,Neurčeno,low,"vitamin C, rakytník",,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-exclusive-rakytnik-forte/,https://www.nasevitaminy.cz/maxi-vita-exclusive-rakytnik-forte,form,https://www.nasevitaminy.cz/maxi-vita-exclusive-rakytnik-forte
ready,100,keep_in_main_pim,Maxi Vita Exclusive Vitamin C + rakytník - šumivé tablety,Maxi Vita,Maxi Vita,41300101,8595011131475,64.9,Imunita a nachlazení,Imunita a nachlazení,high,Šumivé tablety,Šumivé tablety,high,"vitamin C, rakytník",,,,,https://www.vitar.cz/maxivita-exclusive-vitamin-c-rakytnik/,https://www.nasevitaminy.cz/maxi-vita-exclusive-vitamin-c-rakytnik,,https://www.nasevitaminy.cz/maxi-vita-exclusive-vitamin-c-rakytnik
review,83,keep_in_main_pim,Maxi Vita Exclusive Vitamin C 800 mg forte+,Maxi Vita,Maxi Vita,42300073,8595011134865,131.9,Imunita a nachlazení,Imunita a nachlazení,high,Neurčeno,Neurčeno,low,vitamin C,,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-exclusive-vitamin-c-800-mg-forte/,https://www.nasevitaminy.cz/maxi-vita-exclusive-vitamin-c-800-mg-forte,form,https://www.nasevitaminy.cz/maxi-vita-exclusive-vitamin-c-800-mg-forte
ready,96,keep_in_main_pim,Maxi Vita Herbal Bylinný elixír Jitrocel,Maxi Vita,Maxi Vita,43800011,8595011144673,77.9,Imunita a nachlazení,Imunita a nachlazení,medium,Sirup / elixír,Sirup / elixír,high,,,,,missing_need_states,https://www.vitar.cz/maxi-vita-herbal-bylinny-elixir-jitrocel/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-jitrocel,,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-jitrocel
ready,96,keep_in_main_pim,Maxi Vita Herbal Bylinný elixír Posílení imunity,Maxi Vita,Maxi Vita,43800002,8595011120639,71.9,Imunita a nachlazení,Imunita a nachlazení,medium,Sirup / elixír,Sirup / elixír,high,,,,,missing_need_states,https://www.vitar.cz/maxivita-herbal-bylinny-elixir-posileni-imunity/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-posileni-imunity,,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-posileni-imunity
ready,96,keep_in_main_pim,Maxi Vita Herbal Bylinný elixír Rakytník,Maxi Vita,Maxi Vita,43800008,8595011128925,77.9,Imunita a nachlazení,Imunita a nachlazení,medium,Sirup / elixír,Sirup / elixír,high,rakytník,,,,missing_need_states,https://www.vitar.cz/maxivita-herbal-bylinny-elixir-rakytnik/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-rakytnik,,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-rakytnik
review,79,keep_in_main_pim,Maxi Vita Herbal Hlíva ústřičná,Maxi Vita,Maxi Vita,42300023,8595011133264,108.9,Imunita a nachlazení,Imunita a nachlazení,high,Neurčeno,Neurčeno,low,rakytník,,,,"missing_form, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-herbal-hliva-ustricna/,https://www.nasevitaminy.cz/maxi-vita-herbal-hliva-ustricna,form,https://www.nasevitaminy.cz/maxi-vita-herbal-hliva-ustricna
ready,96,keep_in_main_pim,Maxi Vita Herbal Horký nápoj Echinacea,Maxi Vita,Maxi Vita,43300103,8595011124569,77.9,Imunita a nachlazení,Imunita a nachlazení,high,Nápoj,Nápoj,high,echinacea,,,,missing_need_states,https://www.vitar.cz/maxivita-herbal-horky-napoj-echinacea/,https://www.nasevitaminy.cz/maxi-vita-herbal-horky-napoj-echinacea,,https://www.nasevitaminy.cz/maxi-vita-herbal-horky-napoj-echinacea
ready,96,keep_in_main_pim,Maxi Vita Herbal Horký nápoj Zázvor,Maxi Vita,Maxi Vita,43300102,8595011124071,77.9,Imunita a nachlazení,Imunita a nachlazení,high,Nápoj,Nápoj,high,rakytník,,,,missing_need_states,https://www.vitar.cz/maxivita-herbal-horky-napoj-zazvor/,https://www.nasevitaminy.cz/maxi-vita-herbal-horky-napoj-zazvor,,https://www.nasevitaminy.cz/maxi-vita-herbal-horky-napoj-zazvor
review,83,keep_in_main_pim,Maxi Vita Herbal Vitamin C + rakytník,Maxi Vita,Maxi Vita,42300087,8595011121278,71.9,Imunita a nachlazení,Imunita a nachlazení,high,Neurčeno,Neurčeno,low,"vitamin C, rakytník",,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-herbal-vitamin-c-rakytnik/,https://www.nasevitaminy.cz/maxi-vita-herbal-vitamin-c-rakytnik,form,https://www.nasevitaminy.cz/maxi-vita-herbal-vitamin-c-rakytnik
review,79,keep_in_main_pim,Maxi Vita Kids Betaglukany + D3,Maxi Vita,Maxi Vita,44000005,8595011148909,159.9,Imunita a nachlazení,Imunita a nachlazení,high,Neurčeno,Neurčeno,low,"vitamin D3, rakytník, betaglukan",děti,,,"missing_form, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-kids-betaglukan-multivitamin/,https://www.nasevitaminy.cz/maxi-vita-kids-betaglukan-d3,form,https://www.nasevitaminy.cz/maxi-vita-kids-betaglukan-d3
ready,96,keep_in_main_pim,Maxi Vita Multivitamin 11 vitaminů + rakytník | Volba spotřebitelů - Nejlepší novinka 2025,Maxi Vita,Maxi Vita,41300068,8595011147698,44.9,Imunita a nachlazení,Imunita a nachlazení,medium,Šumivé tablety,Šumivé tablety,high,rakytník,,bez cukru,,missing_need_states,https://www.vitar.cz/maxivita-multivitamin-rakytnik/,https://www.nasevitaminy.cz/maxi-vita-multi-rakytnik-20-eff-tbl,,https://www.nasevitaminy.cz/maxi-vita-multi-rakytnik-20-eff-tbl
ready,93,keep_in_main_pim,Maxi Vita Premium Probiotika + vitamin C,Maxi Vita,Maxi Vita,43200311,8595011144376,116.9,Imunita a nachlazení,Imunita a nachlazení,medium,Neurčeno,Prášek / sypká směs,medium,"vitamin C, probiotika",,eko/natural,,"form_inferred_needs_check, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-premium-probiotika-vitamin-c/,https://www.nasevitaminy.cz/maxi-vita-premium-probiotika-vitamin-c,form,https://www.nasevitaminy.cz/maxi-vita-premium-probiotika-vitamin-c
ready,100,keep_in_main_pim,Maxi Vita Premium Vitamin C+ šípek,Maxi Vita,Maxi Vita,41300106,8595011142969,39.9,Imunita a nachlazení,Imunita a nachlazení,medium,Šumivé tablety,Šumivé tablety,high,vitamin C,,,,,,https://www.nasevitaminy.cz/maxi-vita-premium-vit-c-sipek-20-eff,,https://www.nasevitaminy.cz/maxi-vita-premium-vit-c-sipek-20-eff
review,83,keep_in_main_pim,Maxi Vita Vitamin C + zinek,Maxi Vita,Maxi Vita,42300003,8595011107470,35.9,Imunita a nachlazení,Imunita a nachlazení,high,Neurčeno,Neurčeno,low,"vitamin C, zinek",,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-vitamin-c-zinek/,https://www.nasevitaminy.cz/maxi-vita-vitamin-c-zinek,form,https://www.nasevitaminy.cz/maxi-vita-vitamin-c-zinek
ready,93,keep_in_main_pim,Maxi Vita Vitamin C komplex + acerola + šípek + zinek,Maxi Vita,Maxi Vita,43200308,8595011143171,77.9,Imunita a nachlazení,Imunita a nachlazení,high,Neurčeno,Prášek / sypká směs,medium,"vitamin C, zinek",,,,"form_inferred_needs_check, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-vitamin-c-komplex-acerola-sipek-zinek/,https://www.nasevitaminy.cz/maxi-vita-vitamin-c-komplex-acerola-sipek-zinek,form,https://www.nasevitaminy.cz/maxi-vita-vitamin-c-komplex-acerola-sipek-zinek
ready,92,keep_in_main_pim,Maxi Vita Železo + vitamin C kyselina listová,Maxi Vita,Maxi Vita,41300071,8595011147759,44.9,Imunita a nachlazení,Hořčík a minerály,medium,Šumivé tablety,Šumivé tablety,high,"vitamin C, železo",,bez cukru,,category_recommended_change,https://www.vitar.cz/maxivita-zelezo-vitamin-c/,https://www.nasevitaminy.cz/maxi-vita-zelezo-20-eff-tbl,,https://www.nasevitaminy.cz/maxi-vita-zelezo-20-eff-tbl
review,83,keep_in_main_pim,Maxi Vita Exclusive Kloubní výživa,Maxi Vita,Maxi Vita,43200014,8595011120134,184.9,Klouby a pohyb,Klouby a pohyb,medium,Neurčeno,Neurčeno,low,kolagen,sport,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-exclusive-kloubni-vyziva/,https://www.nasevitaminy.cz/maxi-vita-exclusive-kloubni-vyziva,form,https://www.nasevitaminy.cz/maxi-vita-exclusive-kloubni-vyziva
ready,89,keep_in_main_pim,Maxi Vita Exclusive Kolagen forte+,Maxi Vita,Maxi Vita,42300064,8595011124873,184.9,Klouby a pohyb,Klouby a pohyb,high,Neurčeno,Kapsle,medium,"vitamin C, kolagen",,,,"form_inferred_needs_check, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-exclusive-kolagen-forte/,https://www.nasevitaminy.cz/maxi-vita-exclusive-kolagen-forte,form,https://www.nasevitaminy.cz/maxi-vita-exclusive-kolagen-forte
review,83,keep_in_main_pim,Maxi Vita Premium Kloubní výživa,Maxi Vita,Maxi Vita,42300053,8595011110449,119.9,Klouby a pohyb,Klouby a pohyb,high,Neurčeno,Neurčeno,low,kolagen,,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-premium-kloubni-vyziva/,https://www.nasevitaminy.cz/maxi-vita-premium-kloubni-vyziva,form,https://www.nasevitaminy.cz/maxi-vita-premium-kloubni-vyziva
review,83,keep_in_main_pim,Maxi Vita Beauty Kyselina hyaluronová 100 mg + koenzym Q10,Maxi Vita,Maxi Vita,42300097,8595011144260,310.0,"Krása, vlasy, pleť","Krása, vlasy, pleť",high,Neurčeno,Neurčeno,low,koenzym Q10,ženy,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxi-vita-beauty-kyselina-hyaluronova-100-mg-koenzym-q10/,https://www.nasevitaminy.cz/maxi-vita-beauty-kyselina-hyaluronova-100-mg-koenzym-q10,form,https://www.nasevitaminy.cz/maxi-vita-beauty-kyselina-hyaluronova-100-mg-koenzym-q10
review,83,keep_in_main_pim,Maxi Vita Beauty Mořský kolagen,Maxi Vita,Maxi Vita,42300093,8595011138115,291.0,"Krása, vlasy, pleť","Krása, vlasy, pleť",high,Neurčeno,Neurčeno,low,kolagen,ženy,eko/natural,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-beauty-morsky-kolagen/,https://www.nasevitaminy.cz/maxi-vita-beauty-morsky-kolagen,form,https://www.nasevitaminy.cz/maxi-vita-beauty-morsky-kolagen
ready,93,keep_in_main_pim,Maxi Vita Beta karoten,Maxi Vita,Maxi Vita,42300005,8595011107456,64.9,"Krása, vlasy, pleť","Krása, vlasy, pleť",medium,Neurčeno,Tablety,medium,,,,,"form_inferred_needs_check, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-beta-karoten/,https://www.nasevitaminy.cz/maxi-vita-beta-karoten,form,https://www.nasevitaminy.cz/maxi-vita-beta-karoten
review,83,keep_in_main_pim,Maxi Vita Exclusive Beta-karoten forte+,Maxi Vita,Maxi Vita,42300072,8595011134841,131.9,"Krása, vlasy, pleť","Krása, vlasy, pleť",high,Neurčeno,Neurčeno,low,,ženy,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-exclusive-beta-karoten-forte/,https://www.nasevitaminy.cz/maxi-vita-exclusive-beta-karoten-forte,form,https://www.nasevitaminy.cz/maxi-vita-exclusive-beta-karoten-forte
ready,93,keep_in_main_pim,"Maxi Vita Exclusive Krásné vlasy, nehty a pleť",Maxi Vita,Maxi Vita,42300069,8595011131451,184.9,"Krása, vlasy, pleť","Krása, vlasy, pleť",high,Neurčeno,Kapsle,medium,,ženy,,,"form_inferred_needs_check, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-exclusive-krasne-vlasy-nehty-a-plet/,https://www.nasevitaminy.cz/maxi-vita-exclusive-krasne-vlasy-nehty-a-plet,form,https://www.nasevitaminy.cz/maxi-vita-exclusive-krasne-vlasy-nehty-a-plet
ready,100,keep_in_main_pim,Maxi Vita Exclusive Kyselina Hyaluronová + koenzym Q10,Maxi Vita,Maxi Vita,42300062,8595011146042,299.9,"Krása, vlasy, pleť","Krása, vlasy, pleť",high,Kapsle,Kapsle,high,koenzym Q10,ženy,eko/natural,,,https://www.vitar.cz/maxi-vita-exclusive-kyselina-hyaluronova-koenzym-q10/,https://www.nasevitaminy.cz/mxv-excl-kys-hyaluron-koenzym-q10-60-cps,,https://www.nasevitaminy.cz/mxv-excl-kys-hyaluron-koenzym-q10-60-cps
review,83,keep_in_main_pim,Maxi Vita Premium Zdravá pleť,Maxi Vita,Maxi Vita,42300063,8595011123623,87.9,"Krása, vlasy, pleť","Krása, vlasy, pleť",high,Neurčeno,Neurčeno,low,,ženy,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-premium-zdrava-plet/,https://www.nasevitaminy.cz/maxi-vita-premium-zdrava-plet,form,https://www.nasevitaminy.cz/maxi-vita-premium-zdrava-plet
review,83,keep_in_main_pim,"Maxi Vita Premium Zdravé vlasy, nehty a pokožka",Maxi Vita,Maxi Vita,42300011,8595011110500,119.9,"Krása, vlasy, pleť","Krása, vlasy, pleť",high,Neurčeno,Neurčeno,low,,ženy,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-premium-zdrave-vlasy-nehty-a-pokozka/,https://www.nasevitaminy.cz/maxi-vita-premium-zdrave-vlasy-nehty-a-pokozka,form,https://www.nasevitaminy.cz/maxi-vita-premium-zdrave-vlasy-nehty-a-pokozka
ready,89,keep_in_main_pim,Maxi Vita Energy Power,Maxi Vita,Maxi Vita,43200309,8595011143256,87.9,Močové cesty,Močové cesty,medium,Neurčeno,Prášek / sypká směs,medium,,sport,,,"form_inferred_needs_check, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-energy-power/,https://www.nasevitaminy.cz/maxi-vita-energy-power,form,https://www.nasevitaminy.cz/maxi-vita-energy-power
ready,100,keep_in_main_pim,Maxi Vita Herbal Bylinný elixír Brusinky,Maxi Vita,Maxi Vita,43800005,8595011123869,71.9,Močové cesty,Močové cesty,high,Sirup / elixír,Sirup / elixír,high,"vitamin C, brusinky",,,,,https://www.vitar.cz/maxivita-herbal-bylinny-elixir-brusinky/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-brusinky,,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-brusinky
ready,96,keep_in_main_pim,Maxi Vita Herbal Bylinný elixír Karlík,Maxi Vita,Maxi Vita,43800004,8595011120578,71.9,Močové cesty,Močové cesty,medium,Sirup / elixír,Sirup / elixír,high,,,,,missing_need_states,https://www.vitar.cz/maxivita-herbal-bylinny-elixir-karlik/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-karlik,,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-karlik
ready,96,keep_in_main_pim,Maxi Vita Herbal Bylinný elixír Lipový květ + divizna,Maxi Vita,Maxi Vita,43800001,8595011120608,71.9,Močové cesty,Močové cesty,medium,Sirup / elixír,Sirup / elixír,high,,,,,missing_need_states,https://www.vitar.cz/maxi-vita-herbal-bylinny-elixir-lipovy-kvet-divizna/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-lipovy-kvet-divizna,,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-lipovy-kvet-divizna
ready,96,keep_in_main_pim,Maxi Vita Herbal Bylinný elixír NaSpaní,Maxi Vita,Maxi Vita,43800006,8595011123890,71.9,Močové cesty,Močové cesty,medium,Sirup / elixír,Sirup / elixír,high,,,,,missing_need_states,https://www.vitar.cz/maxi-vita-herbal-bylinny-elixir-naspani/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-klidny-spanek,,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-klidny-spanek
ready,96,keep_in_main_pim,Maxi Vita Herbal Bylinný elixír Průduškový,Maxi Vita,Maxi Vita,43800003,8595011120660,71.9,Močové cesty,Močové cesty,medium,Sirup / elixír,Sirup / elixír,high,,,,,missing_need_states,https://www.vitar.cz/maxivita-herbal-bylinny-elixir-pruduskovy/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-pruduskovy,,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-pruduskovy
ready,89,keep_in_main_pim,Maxi Vita Herbal Ginkgo biloba,Maxi Vita,Maxi Vita,42300050,8595011107890,92.9,Močové cesty,Močové cesty,medium,Neurčeno,Tablety,medium,ginkgo,,,,"form_inferred_needs_check, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-herbal-ginkgo-biloba/,https://www.nasevitaminy.cz/maxi-vita-herbal-ginkgo-biloba,form,https://www.nasevitaminy.cz/maxi-vita-herbal-ginkgo-biloba
ready,96,keep_in_main_pim,Maxi Vita Herbal Horký nápoj Brusinka,Maxi Vita,Maxi Vita,43300101,8595011124040,77.9,Močové cesty,Močové cesty,high,Nápoj,Nápoj,high,brusinky,,,,missing_need_states,https://www.vitar.cz/maxivita-herbal-horky-napoj-brusinka/,https://www.nasevitaminy.cz/maxi-vita-herbal-horky-napoj-brusinka,,https://www.nasevitaminy.cz/maxi-vita-herbal-horky-napoj-brusinka
review,83,keep_in_main_pim,Maxi Vita Herbal Maxi brusinky,Maxi Vita,Maxi Vita,42300082,8595011118193,103.9,Močové cesty,Močové cesty,high,Neurčeno,Neurčeno,low,brusinky,,,,"missing_form, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-herbal-maxi-brusinky/,https://www.nasevitaminy.cz/maxi-vita-herbal-maxi-brusinky,form,https://www.nasevitaminy.cz/maxi-vita-herbal-maxi-brusinky
ready,89,keep_in_main_pim,Maxi Vita Premium Probiotika s vlákninou a vitaminem C,Maxi Vita,Maxi Vita,42300024,8595011135787,141.9,Močové cesty,Močové cesty,medium,Neurčeno,Kapsle,medium,probiotika,,eko/natural,,"form_inferred_needs_check, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-premium-probiotika-s-vlakninou-a-vitaminem-c/,https://www.nasevitaminy.cz/maxi-vita-premium-probiotika-s-vlakninou-a-vitaminem-c,form,https://www.nasevitaminy.cz/maxi-vita-premium-probiotika-s-vlakninou-a-vitaminem-c
ready,96,keep_in_main_pim,Maxi Vita Exclusive Rehydratace,Maxi Vita,Maxi Vita,41300112,8595011146141,89.9,Nápoje a pitný režim,Nápoje a pitný režim,high,Šumivé tablety,Šumivé tablety,high,,,,,missing_need_states,https://www.vitar.cz/maxi-vita-exclusive-rehydratace/,https://www.nasevitaminy.cz/maxi-vita-exclusive-rehydratace-20-eff-tbl,,https://www.nasevitaminy.cz/maxi-vita-exclusive-rehydratace-20-eff-tbl
ready,88,keep_in_main_pim,Maxi Vita B12 + B2,Maxi Vita,Maxi Vita,41300073,8595011147797,44.9,Ostatní / nezařazeno,"Energie, stres, spánek",medium,Šumivé tablety,Šumivé tablety,high,,,bez cukru,,"category_recommended_change, missing_need_states",https://www.vitar.cz/maxi-vita-b12-b2/,https://www.nasevitaminy.cz/maxi-vita-b12-b2-20-eff-tbl,,https://www.nasevitaminy.cz/maxi-vita-b12-b2-20-eff-tbl
ready,88,keep_in_main_pim,Maxi Vita Exclusive Odvodnění,Maxi Vita,Maxi Vita,41300113,8595011146745,89.9,Ostatní / nezařazeno,Trávení a detox,medium,Šumivé tablety,Šumivé tablety,high,,,,,"category_recommended_change, missing_need_states",https://www.vitar.cz/maxi-vita-exclusive-odvodneni/,https://www.nasevitaminy.cz/maxi-vita-exclusive-odvodneni-20-eff-tbl,,https://www.nasevitaminy.cz/maxi-vita-exclusive-odvodneni-20-eff-tbl
review,83,keep_in_main_pim,Maxi Vita HerbaVOX - lišejník islandský,Maxi Vita,Maxi Vita,42240007,8595011131147,74.9,Ostatní / nezařazeno,Imunita a nachlazení,medium,Neurčeno,Tablety,medium,,,,,"form_inferred_needs_check, category_recommended_change, missing_need_states",https://www.vitar.cz/maxivita-herbavox-lisejnik-islandsky/,https://www.nasevitaminy.cz/maxi-vita-herbavox-lisejnik-islandsky,,https://www.nasevitaminy.cz/maxi-vita-herbavox-lisejnik-islandsky
review,83,keep_in_main_pim,Maxi Vita HerbaVOX - med a citron,Maxi Vita,Maxi Vita,42240006,8595011119206,74.9,Ostatní / nezařazeno,Imunita a nachlazení,medium,Neurčeno,Olej,medium,,,,,"form_inferred_needs_check, category_recommended_change, missing_need_states",https://www.vitar.cz/maxivita-herbavox-med-a-citron/,https://www.nasevitaminy.cz/maxi-vita-herbavox-med-a-citron,,https://www.nasevitaminy.cz/maxi-vita-herbavox-med-a-citron
ready,88,keep_in_main_pim,"Maxi Vita Premium Ca+Mg+ vit. D3, C",Maxi Vita,Maxi Vita,41300109,8595011143577,39.9,Ostatní / nezařazeno,Hořčík a minerály,medium,Šumivé tablety,Šumivé tablety,high,vitamin D3,,,,"category_recommended_change, missing_need_states",,https://www.nasevitaminy.cz/maxi-vita-premium-ca-mg-vit-d3-c-20-eff-tbl,,https://www.nasevitaminy.cz/maxi-vita-premium-ca-mg-vit-d3-c-20-eff-tbl
ready,88,keep_in_main_pim,Maxi Vita Premium Multivitamin,Maxi Vita,Maxi Vita,41300107,8595011142983,39.9,Ostatní / nezařazeno,Imunita a nachlazení,medium,Šumivé tablety,Šumivé tablety,high,,,,,"category_recommended_change, missing_need_states",,https://www.nasevitaminy.cz/maxi-vita-premium-multivitamin-20-eff,,https://www.nasevitaminy.cz/maxi-vita-premium-multivitamin-20-eff
review,81,keep_in_main_pim,Maxi Vita Premium Super linie,Maxi Vita,Maxi Vita,42300052,8595011110470,103.9,Ostatní / nezařazeno,Trávení a detox,medium,Neurčeno,Tablety,medium,,,,,"form_inferred_needs_check, category_recommended_change, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-premium-super-linie/,https://www.nasevitaminy.cz/maxi-vita-premium-super-linie,form,https://www.nasevitaminy.cz/maxi-vita-premium-super-linie
blocked,52,exclude_from_main_or_accessories,Maxi Vita dávkovač léků denní,Maxi Vita,Maxi Vita,49040002,8591078420149,,Ostatní / nezařazeno,Doplňky a merchandising,medium,Neurčeno,Doplněk / merchandising,medium,,,,exclude_from_main_or_accessories,"missing_price, form_inferred_needs_check, category_recommended_change, missing_need_states",https://www.vitar.cz/maxi-vita-davkovac-leku-tydenni/,,,https://www.vitar.cz/maxi-vita-davkovac-leku-denni-1417/
blocked,58,exclude_from_main_or_accessories,Maxi Vita dávkovač léků týdenní,Maxi Vita,Maxi Vita,49040001,8591078533856,179.9,Ostatní / nezařazeno,Doplňky a merchandising,medium,Neurčeno,Doplněk / merchandising,medium,,,,exclude_from_main_or_accessories,"form_inferred_needs_check, category_recommended_change, missing_need_states",,https://www.nasevitaminy.cz/maxi-vita-davkovac-leku-tydenni,,https://www.nasevitaminy.cz/maxi-vita-davkovac-leku-tydenni
review,81,keep_in_main_pim,Maxi Vita Železo + kyselina listová,Maxi Vita,Maxi Vita,42300015,8595011120004,64.9,Ostatní / nezařazeno,Hořčík a minerály,medium,Neurčeno,Tablety,medium,železo,,,,"form_inferred_needs_check, category_recommended_change, missing_need_states, missing_info_available_on_other_source",https://www.vitar.cz/maxivita-zelezo-kyselina-listova/,https://www.nasevitaminy.cz/maxi-vita-zelezo-kyselina-listova,form,https://www.nasevitaminy.cz/maxi-vita-zelezo-kyselina-listova
ready,88,keep_in_main_pim,MaxiVita Herbal HerbaVOX zázvor,Maxi Vita,Maxi Vita,42300098,8595011149012,79.9,Ostatní / nezařazeno,Imunita a nachlazení,medium,Tablety,Tablety,high,,,,,"category_recommended_change, missing_need_states",https://www.vitar.cz/maxivita-herbal-herbavox/,https://www.nasevitaminy.cz/maxivita-herbal-herbavox-zazvor-24-tbl-blistr,,https://www.nasevitaminy.cz/maxivita-herbal-herbavox-zazvor-24-tbl-blistr
