id,name,brand,sku,ean,category,form,price_czk,vitar,nasevitaminy,ceskevitaminy,vitar_url,nasevitaminy_url,ceskevitaminy_url,recommendation,recommendation_reason,source_count,has_conflict
prd_c3055a93c534,Maxi Vita Exclusive Vitamin C 800 mg forte+,Maxi Vita,42300073,8595011134865,Imunita,Kapsle,131.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-vitamin-c-800-mg-forte/,https://www.nasevitaminy.cz/maxi-vita-exclusive-vitamin-c-800-mg-forte,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_70a1e15b64a5,Maxi Vita Exclusive Vitamin C + rakytník,Maxi Vita,41300101,8595011131475,Imunita,Šumivé tablety,64.9,True,True,False,https://www.vitar.cz/maxivita-exclusive-vitamin-c-rakytnik/,https://www.nasevitaminy.cz/maxi-vita-exclusive-vitamin-c-rakytnik,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_8d367ea8de23,Maxi Vita Exclusive Vitamin K2 + D3 forte+,Maxi Vita,42300075,8595011145038,Zdraví žen,Tablety,149.9,True,True,False,https://www.vitar.cz/maxi-vita-exclusive-vitamin-k2-d3-forte/,https://www.nasevitaminy.cz/maxi-vita-exclusive-vitamin-k2-d3-forte,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_f36ac9473bd8,Maxi Vita Herbal Bylinný elixír Brusinky,Maxi Vita,43800005,8595011123869,Močové cesty,Sirup / elixír,71.9,True,True,False,https://www.vitar.cz/maxivita-herbal-bylinny-elixir-brusinky/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-brusinky,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_07c0028c7a3c,Maxi Vita Herbal Bylinný elixír Jitrocel,Maxi Vita,43800011,8595011144673,Imunita,Sirup / elixír,77.9,True,True,False,https://www.vitar.cz/maxi-vita-herbal-bylinny-elixir-jitrocel/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-jitrocel,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_35f2f7d485f0,Maxi Vita Herbal Bylinný elixír Karlík,Maxi Vita,43800004,8595011120578,Zrak,Sirup / elixír,71.9,True,True,False,https://www.vitar.cz/maxivita-herbal-bylinny-elixir-karlik/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-karlik,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_855774771f06,Maxi Vita Herbal Bylinný elixír Lipový květ + divizna,Maxi Vita,43800001,8595011120608,Zrak,Sirup / elixír,71.9,True,True,False,https://www.vitar.cz/maxi-vita-herbal-bylinny-elixir-lipovy-kvet-divizna/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-lipovy-kvet-divizna,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_afcc956b39fe,Maxi Vita Herbal Bylinný elixír NaSpaní,Maxi Vita,43800006,8595011123890,Zrak,Sirup / elixír,71.9,True,True,False,https://www.vitar.cz/maxi-vita-herbal-bylinny-elixir-naspani/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-klidny-spanek,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_cf375be83504,Maxi Vita Herbal Bylinný elixír Posílení imunity,Maxi Vita,43800002,8595011120639,Imunita,Sirup / elixír,71.9,True,True,False,https://www.vitar.cz/maxivita-herbal-bylinny-elixir-posileni-imunity/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-posileni-imunity,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_4992365ea756,Maxi Vita Herbal Bylinný elixír Posílení imunity pro děti,Maxi Vita,43800010,8595011134902,Děti,Sirup / elixír,77.9,True,True,False,https://www.vitar.cz/maxivita-herbal-bylinny-elixir-posileni-imunity-pro-deti/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-posileni-imunity-pro-deti,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_7f4d85955c0c,Maxi Vita Herbal Bylinný elixír Průduškový,Maxi Vita,43800003,8595011120660,Zrak,Sirup / elixír,71.9,True,True,False,https://www.vitar.cz/maxivita-herbal-bylinny-elixir-pruduskovy/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-pruduskovy,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_aacec09a7d6b,Maxi Vita Herbal Bylinný elixír Rakytník,Maxi Vita,43800008,8595011128925,Imunita,Sirup / elixír,77.9,True,True,False,https://www.vitar.cz/maxivita-herbal-bylinny-elixir-rakytnik/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-rakytnik,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_1236f33854f7,Maxi Vita Herbal Bylinný elixír Zdravé oči,Maxi Vita,43800009,8595011130317,Zrak,Sirup / elixír,77.9,True,True,False,https://www.vitar.cz/maxivita-herbal-bylinny-elixir-zdrave-oci/,https://www.nasevitaminy.cz/maxi-vita-herbal-bylinny-elixir-zdrave-oci,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_13b476fdb17f,Maxi Vita Herbal Ginkgo biloba,Maxi Vita,42300050,8595011107890,Zrak,Želé / gummies,92.9,True,True,False,https://www.vitar.cz/maxivita-herbal-ginkgo-biloba/,https://www.nasevitaminy.cz/maxi-vita-herbal-ginkgo-biloba,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_bfa75879b1ee,Maxi Vita Herbal HerbaVOX - citron + zázvor,Maxi Vita,42300098,8595011149012,Imunita,Tablety,79.9,True,True,False,https://www.vitar.cz/maxivita-herbal-herbavox/,https://www.nasevitaminy.cz/maxivita-herbal-herbavox-zazvor-24-tbl-blistr,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_853590db45cb,Maxi Vita Herbal HerbaVOX - lišejník islandský,Maxi Vita,42240007,8595011131147,Imunita,Neurčeno,74.9,True,True,False,https://www.vitar.cz/maxivita-herbavox-lisejnik-islandsky/,https://www.nasevitaminy.cz/maxi-vita-herbavox-lisejnik-islandsky,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_954850c9e312,Maxi Vita Herbal HerbaVOX - med a citron,Maxi Vita,42240006,8595011119206,Vitaminy a minerály,Neurčeno,74.9,True,True,False,https://www.vitar.cz/maxivita-herbavox-med-a-citron/,https://www.nasevitaminy.cz/maxi-vita-herbavox-med-a-citron,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_f9997b135971,Maxi Vita Herbal Hlíva ústřičná,Maxi Vita,42300023,8595011133264,Imunita,Kapsle,108.9,True,True,False,https://www.vitar.cz/maxivita-herbal-hliva-ustricna/,https://www.nasevitaminy.cz/maxi-vita-herbal-hliva-ustricna,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_c83e199d8be2,Maxi Vita Herbal Horký nápoj Brusinka,Maxi Vita,43300101,8595011124040,Hydratace a nápoje,Prášek,77.9,True,True,False,https://www.vitar.cz/maxivita-herbal-horky-napoj-brusinka/,https://www.nasevitaminy.cz/maxi-vita-herbal-horky-napoj-brusinka,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_d850f2e27bbf,Maxi Vita Herbal Horký nápoj Echinacea,Maxi Vita,43300103,8595011124569,Imunita,Prášek,77.9,True,True,False,https://www.vitar.cz/maxivita-herbal-horky-napoj-echinacea/,https://www.nasevitaminy.cz/maxi-vita-herbal-horky-napoj-echinacea,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_013a890ba55c,Maxi Vita Herbal Horký nápoj Zázvor,Maxi Vita,43300102,8595011124071,Imunita,Prášek,77.9,True,True,False,https://www.vitar.cz/maxivita-herbal-horky-napoj-zazvor/,https://www.nasevitaminy.cz/maxi-vita-herbal-horky-napoj-zazvor,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_71e7da544161,Maxi Vita Herbal Klidná střeva,Maxi Vita,43200310,8595011143270,Trávení a probiotika,Prášek,87.9,True,True,False,https://www.vitar.cz/maxivita-herbal-klidna-streva/,https://www.nasevitaminy.cz/maxi-vita-herbal-klidna-streva,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_089e228a2a28,Maxi Vita Herbal Kurkuma,Maxi Vita,42300083,8595011144659,Játra a detox,Tablety,135.9,True,True,False,https://www.vitar.cz/maxi-vita-herbal-kurkuma/,https://www.nasevitaminy.cz/maxi-vita-herbal-kurkuma,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_a61bdccd5abc,Maxi Vita Herbal Maxi brusinky,Maxi Vita,42300082,8595011118193,Močové cesty,Kapsle,103.9,True,True,False,https://www.vitar.cz/maxivita-herbal-maxi-brusinky/,https://www.nasevitaminy.cz/maxi-vita-herbal-maxi-brusinky,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_ff56e93f798a,Maxi Vita Herbal Očista jater,Maxi Vita,42300081,8595011118223,Játra a detox,Tablety,103.9,True,True,False,https://www.vitar.cz/maxivita-herbal-ocista-jater/,https://www.nasevitaminy.cz/maxi-vita-herbal-ocista-jater,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_7946cd68b667,Maxi Vita Herbal Vitamin C + rakytník,Maxi Vita,42300087,8595011121278,Imunita,Kapsle,71.9,True,True,False,https://www.vitar.cz/maxivita-herbal-vitamin-c-rakytnik/,https://www.nasevitaminy.cz/maxi-vita-herbal-vitamin-c-rakytnik,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_deacf8f05148,Maxi Vita Hořčík + B6,Maxi Vita,42300013,8595011114799,Hořčík,Tablety,59.9,True,True,False,https://www.vitar.cz/maxivita-horcik-b6-1810/,https://www.nasevitaminy.cz/maxi-vita-horcik-b6-2,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_e1b32fe34214,"Maxi Vita Hořčík + vitaminy B6, B12 a biotin",Maxi Vita,41300069,8595011147711,Hořčík,Šumivé tablety,44.9,True,True,False,https://www.vitar.cz/maxivita-horcik-b6/,https://www.nasevitaminy.cz/maxi-vita-magnesium-20-eff-tbl,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_12c7dd4fef4c,Maxi Vita Kids Betaglukan multivitamin,Maxi Vita,44000005,8595011148909,Děti,Tablety,159.9,True,True,False,https://www.vitar.cz/maxi-vita-kids-betaglukan-multivitamin/,https://www.nasevitaminy.cz/maxi-vita-kids-betaglukan-d3,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_b7251c610928,Maxi Vita Kids Multivitamin,Maxi Vita,41300072,8595011147773,Vitaminy a minerály,Šumivé tablety,44.9,True,True,False,https://www.vitar.cz/maxivita-kids-multivitamin/,https://www.nasevitaminy.cz/maxi-vita-multivit-kids-bob-a-bobek-20-eff-tbl,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_22578ff27e79,Maxi Vita Kids Multivitamin + kolostrum,Maxi Vita,44000006,8595011125856,Děti,Tablety,108.9,True,True,False,https://www.vitar.cz/maxivita-kids-multivitamin-kolostrum/,https://www.nasevitaminy.cz/maxi-vita-kids-multivitamin-kolostrum,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_f0d8d65cf1c2,Maxi Vita Kids Multivitamin želé,Maxi Vita,44000004,8595011121230,Vitaminy a minerály,Želé / gummies,112.9,True,True,False,https://www.vitar.cz/maxivita-kids-multivitamin-zele/,https://www.nasevitaminy.cz/maxi-vita-kids-multivitamin-zele,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_c280b4746888,Maxi Vita Kids Omega 3 + vitaminy D a E,Maxi Vita,42300019,8595011124903,Děti,Kapsle,141.9,True,True,False,https://www.vitar.cz/maxivita-kids-omega-3-vitaminy-d-a-e/,https://www.nasevitaminy.cz/maxi-vita-kids-omega-3-vitaminy-d-a-e,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_452152491678,Maxi Vita Kids Probiotika,Maxi Vita,44000002,8595011147247,Děti,Prášek,116.9,True,True,False,https://www.vitar.cz/maxi-vita-kids-probiotika/,https://www.nasevitaminy.cz/maxi-vita-kids-probiotika-16-stick,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_7289905abbe0,Maxi Vita Koenzym Q10 30 mg + vitamin C,Maxi Vita,42300014,8595011118568,Srdce a oběh,Tablety,152.9,True,True,False,https://www.vitar.cz/maxivita-koenzym-q10-30-mg-vitamin-c/,https://www.nasevitaminy.cz/maxi-vita-koenzym-q10-30-mg-vitamin-c,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_4720b9d7d82d,Maxi Vita Magnézium 400 mg + B komplex + vitamin C,Maxi Vita,43200307,8595011143157,Hořčík,Prášek,77.9,True,True,False,https://www.vitar.cz/maxivita-magnezium-400-mg-b-komplex-vitamin-c/,https://www.nasevitaminy.cz/maxi-vita-magnezium-400-mg-b-komplex-vitamin-c,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_592612d7f9c4,Maxi Vita Multivitamin + rakytník,Maxi Vita,41300068,8595011147698,Imunita,Šumivé tablety,44.9,True,True,False,https://www.vitar.cz/maxivita-multivitamin-rakytnik/,https://www.nasevitaminy.cz/maxi-vita-multi-rakytnik-20-eff-tbl,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_3f0002cde873,Maxi Vita Omega 3 - rybí olej,Maxi Vita,42300007,8595011109931,Srdce a oběh,Kapsle,73.9,True,True,False,https://www.vitar.cz/maxivita-omega-3-rybi-olej/,https://www.nasevitaminy.cz/maxi-vita-omega-3-rybi-olej,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_fb52d7baa7a2,"Maxi Vita Premium Ca+Mg+ vit. D3, C",Maxi Vita,41300109,8595011143577,Hořčík,Šumivé tablety,39.9,False,True,False,,https://www.nasevitaminy.cz/maxi-vita-premium-ca-mg-vit-d3-c-20-eff-tbl,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,1,False
prd_7b75b7a7feb0,Maxi Vita Premium Kloubní výživa,Maxi Vita,42300053,8595011110449,Klouby a pohyb,Kapsle,119.9,True,True,False,https://www.vitar.cz/maxivita-premium-kloubni-vyziva/,https://www.nasevitaminy.cz/maxi-vita-premium-kloubni-vyziva,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_3da8c11e040f,Maxi Vita Premium Magnézium + aminokyseliny,Maxi Vita,43200312,8595011144826,Hořčík,Prášek,87.9,True,True,False,https://www.vitar.cz/maxi-vita-premium-magnezium-aminokyseliny/,https://www.nasevitaminy.cz/maxi-vita-premium-magnezium-aminokyseliny,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_7b392dce3b27,Maxi Vita Premium Magnézium+B6,Maxi Vita,41300110,8595011143591,Hořčík,Šumivé tablety,39.9,False,True,False,,https://www.nasevitaminy.cz/maxi-vita-premium-magnezium-b6-20-eff-tbl,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,1,False
prd_3c3ab59bf57d,Maxi Vita Premium Multivitamin,Maxi Vita,41300107,8595011142983,Vitaminy a minerály,Šumivé tablety,39.9,False,True,False,,https://www.nasevitaminy.cz/maxi-vita-premium-multivitamin-20-eff,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,1,False
prd_3b8c2d9d0e09,Maxi Vita Premium Podpora imunity,Maxi Vita,41300111,8595011143614,Hydratace a nápoje,Šumivé tablety,39.9,False,True,False,,https://www.nasevitaminy.cz/maxi-vita-premium-podpora-imunity-20-eff,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,1,False
prd_9c66e85a3694,Maxi Vita Premium Probiotika s vlákninou a vitaminem C,Maxi Vita,42300024,8595011135787,Trávení a probiotika,Kapsle,141.9,True,True,False,https://www.vitar.cz/maxivita-premium-probiotika-s-vlakninou-a-vitaminem-c/,https://www.nasevitaminy.cz/maxi-vita-premium-probiotika-s-vlakninou-a-vitaminem-c,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_fe9c4a13a391,Maxi Vita Premium Probiotika + vitamin C,Maxi Vita,43200311,8595011144376,Trávení a probiotika,Prášek,116.9,True,True,False,https://www.vitar.cz/maxi-vita-premium-probiotika-vitamin-c/,https://www.nasevitaminy.cz/maxi-vita-premium-probiotika-vitamin-c,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_7a087f17740b,Maxi Vita Premium Super linie,Maxi Vita,42300052,8595011110470,Zrak,Tablety,103.9,True,True,False,https://www.vitar.cz/maxivita-premium-super-linie/,https://www.nasevitaminy.cz/maxi-vita-premium-super-linie,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_d1395b265c1e,Maxi Vita Premium Vitamin C+ šípek,Maxi Vita,41300106,8595011142969,Hydratace a nápoje,Šumivé tablety,39.9,False,True,False,,https://www.nasevitaminy.cz/maxi-vita-premium-vit-c-sipek-20-eff,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,1,False
prd_14f99a9bad15,Maxi Vita Premium Zdravá pleť,Maxi Vita,42300063,8595011123623,Vitaminy a minerály,Kapsle,87.9,True,True,False,https://www.vitar.cz/maxivita-premium-zdrava-plet/,https://www.nasevitaminy.cz/maxi-vita-premium-zdrava-plet,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_9cc2ea6d462b,Maxi Vita Premium Zdravé oči,Maxi Vita,42300051,8595011109900,Zrak,Tablety,71.9,True,True,False,https://www.vitar.cz/maxivita-premium-zdrave-oci/,https://www.nasevitaminy.cz/maxi-vita-premium-zdrave-oci,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_cb41b843d8b1,"Maxi Vita Premium Zdravé vlasy, nehty a pokožka",Maxi Vita,42300011,8595011110500,"Krása, vlasy a pleť",Tablety,119.9,True,True,False,https://www.vitar.cz/maxivita-premium-zdrave-vlasy-nehty-a-pokozka/,https://www.nasevitaminy.cz/maxi-vita-premium-zdrave-vlasy-nehty-a-pokozka,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_00c101048a5e,Maxi Vita Selen + zinek + vitamin C a E,Maxi Vita,42300022,8595011133011,Vitaminy a minerály,Tablety,64.9,True,True,False,https://www.vitar.cz/maxivita-selen-zinek-vitamin-c-a-e/,https://www.nasevitaminy.cz/maxi-vita-selen-zinek-vitamin-c-a-e,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_8e2cd614b360,Maxi Vita Vápník-hořčík-zinek,Maxi Vita,42300004,8595011107517,Vitaminy a minerály,Tablety,71.9,True,True,False,https://www.vitar.cz/maxivita-vapnik-horcik-zinek/,https://www.nasevitaminy.cz/maxi-vita-vapnik-horcik-zinek,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_623f683aa587,Maxi Vita Vápník + vitaminy D3 a K1,Maxi Vita,41300070,8595011147735,Vitaminy a minerály,Šumivé tablety,44.9,True,True,False,https://www.vitar.cz/maxivita-vapnik-vitamin-d3-k1/,https://www.nasevitaminy.cz/maxi-vita-calcium-20-eff-tbl,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_937e51dbf8ba,Maxi Vita Vitamin B12 + B2,Maxi Vita,41300073,8595011147797,Srdce a oběh,Šumivé tablety,44.9,True,True,False,https://www.vitar.cz/maxi-vita-b12-b2/,https://www.nasevitaminy.cz/maxi-vita-b12-b2-20-eff-tbl,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_ed3159795802,Maxi Vita Vitamin C komplex + acerola + šípek + zinek,Maxi Vita,43200308,8595011143171,Vitaminy a minerály,Prášek,77.9,True,True,False,https://www.vitar.cz/maxivita-vitamin-c-komplex-acerola-sipek-zinek/,https://www.nasevitaminy.cz/maxi-vita-vitamin-c-komplex-acerola-sipek-zinek,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_5a7ffd1e58af,Maxi Vita Vitamin C + zinek,Maxi Vita,42300003,8595011107470,Vitaminy a minerály,Tablety,35.9,True,True,False,https://www.vitar.cz/maxivita-vitamin-c-zinek/,https://www.nasevitaminy.cz/maxi-vita-vitamin-c-zinek,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_45f433516380,Maxi Vita Vitamin C + zinek a šípek,Maxi Vita,41300067,8595011147674,Vitaminy a minerály,Šumivé tablety,44.9,True,True,False,https://www.vitar.cz/maxivita-vitamin-c-zinek-sipek/,https://www.nasevitaminy.cz/maxi-vita-vitamin-c-20-eff-tbl,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_53e4d1e0e132,Maxi Vita Vitamin D3 1000 IU,Maxi Vita,42300074,8595011134889,Zdraví žen,Tablety,76.9,True,True,False,https://www.vitar.cz/maxivita-vitamin-d3-1000-iu/,https://www.nasevitaminy.cz/maxi-vita-vitamin-d3-1000-iu,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_8f1e794d4816,Maxi Vita Vitamin D3 800 IU,Maxi Vita,42300094,8595011141436,Zdraví žen,Tablety,76.9,True,True,False,https://www.vitar.cz/maxivita-vitamin-d3-800-iu/,https://www.nasevitaminy.cz/maxi-vita-vitamin-d3-800-iu,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_02cc464ecfd8,Maxi Vita Železo + kyselina listová,Maxi Vita,42300015,8595011120004,Srdce a oběh,Želé / gummies,64.9,True,True,False,https://www.vitar.cz/maxivita-zelezo-kyselina-listova/,https://www.nasevitaminy.cz/maxi-vita-zelezo-kyselina-listova,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_0e9950ef1b45,Maxi Vita Železo + vitamin C a kyselina listová,Maxi Vita,41300071,8595011147759,Vitaminy a minerály,Šumivé tablety,44.9,True,True,False,https://www.vitar.cz/maxivita-zelezo-vitamin-c/,https://www.nasevitaminy.cz/maxi-vita-zelezo-20-eff-tbl,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_c98544c1fe93,Maxi Vita Zinek 15 mg,Maxi Vita,42300095,8595011141849,Imunita,Tablety,55.9,True,True,False,https://www.vitar.cz/maxivita-zinek-15-mg/,https://www.nasevitaminy.cz/maxi-vita-zinek-15-mg,,nasevitaminy.cz,Retailová klasika a cenově dostupné řady odpovídají roli NašeVitamíny.cz.,2,False
prd_61d63f3e8c04,Maxi Vita Essentials AlphaMale®,Maxi Vita Essentials,42300607,8595011149371,Energie a výkon,Kapsle,199,True,True,True,https://www.vitar.cz/maxi-vita-essentials-alphamale/,https://www.nasevitaminy.cz/maxi-vita-essentials-alphamale,https://www.ceske-vitaminy.cz/produkty/alphamale,"vitar.cz, nasevitaminy.cz",Prémiová nebo nová řada patří do hero nabídky VITAR.cz; druhý listing je k rozhodnutí.,3,False
prd_636e6cb58634,Maxi Vita Essentials Ashwagandha 30 kapslí,Maxi Vita Essentials,42300615,8595011149685,Spánek a stres,Kapsle,119,True,True,False,https://www.vitar.cz/maxi-vita-essentials-ashwagandha/,https://www.nasevitaminy.cz/maxi-vita-essentials-ashwagandha-30,,"vitar.cz, nasevitaminy.cz",Prémiová nebo nová řada patří do hero nabídky VITAR.cz; druhý listing je k rozhodnutí.,2,False
prd_08167d3e3548,Maxi Vita Essentials Ashwagandha 60 kapslí,Maxi Vita Essentials,42300616,8595011149814,Spánek a stres,Kapsle,249,True,True,False,https://www.vitar.cz/maxi-vita-essentials-ashwagandha-60-kapsli/,https://www.nasevitaminy.cz/maxi-vita-essentials-ashwagandha-60,,"vitar.cz, nasevitaminy.cz",Prémiová nebo nová řada patří do hero nabídky VITAR.cz; druhý listing je k rozhodnutí.,2,False
prd_05d4334b6740,"Maxi Vita Essentials Elektrolyty, 20 eff.tbl.",Maxi Vita Essentials,41300601,8595011149852,Nezařazeno,Tablety,0,False,True,False,,https://www.nasevitaminy.cz/maxi-vita-essentials-elektrolyty-20-eff-tbl,,"vitar.cz, nasevitaminy.cz",Prémiová nebo nová řada patří do hero nabídky VITAR.cz; druhý listing je k rozhodnutí.,1,False
prd_97229850b31e,Maxi Vita Essentials FemBalance®,Maxi Vita Essentials,42300603,8595011149296,Zdraví žen,Kapsle,249,True,True,True,https://www.vitar.cz/maxi-vita-essentials-fembalance/,https://www.nasevitaminy.cz/maxi-vita-essentials-fembalance,https://www.ceske-vitaminy.cz/produkty/fembalance,"vitar.cz, nasevitaminy.cz",Prémiová nebo nová řada patří do hero nabídky VITAR.cz; druhý listing je k rozhodnutí.,3,False
prd_13452933f59a,Maxi Vita Essentials Goddess,Maxi Vita Essentials,42300604,8595011149319,Zdraví žen,Kapsle,199,True,True,True,https://www.vitar.cz/maxi-vita-essentials-goddess/,https://www.nasevitaminy.cz/maxi-vita-essentials-goddess,https://www.ceske-vitaminy.cz/produkty/goddess,"vitar.cz, nasevitaminy.cz",Prémiová nebo nová řada patří do hero nabídky VITAR.cz; druhý listing je k rozhodnutí.,3,False
